"id","pid","product_sku","product_name","product_location","package_id","product_quantity","counted_quantity","difference","tare_pcs","tare_gram","tare_gross","counted_user","counted_time","confirm_user","confirm_time","status","integrated"
"121665","4823","0760-911-4823","Veronique 5","L10R05M31","482300010001","1","0","-1","0","0","0","anze1","2022-10-20 12:09:22",NULL,NULL,"single","1"
"121666","7157","1093-911-7157","Valentina 10","L10R05M30","715700010001","17","0","-17","0","0","0","anze1","2022-10-20 12:01:00",NULL,NULL,"single","1"
"121667","7158","1093-911-7158","Valentina 11","L10R05M30","715800010001","42","0","-42","0","0","0","anze1","2022-10-20 12:01:03",NULL,NULL,"single","1"
"121668","7152","1093-911-7152","Valentina 5","L10R05M30","715200010001","18","0","-18","0","0","0","anze1","2022-10-20 12:00:47",NULL,NULL,"single","1"
"121669","7153","1093-911-7153","Valentina 6","L10R05M30","715300010001","11","0","-11","0","0","0","anze1","2022-10-20 12:00:50",NULL,NULL,"single","1"
"121670","7154","1093-911-7154","Valentina 7","L10R05M30","715400010001","12","0","-12","0","0","0","anze1","2022-10-20 12:00:52",NULL,NULL,"single","1"
"121671","7155","1093-911-7155","Valentina 8","L10R05M30","715500010001","10","0","-10","0","0","0","anze1","2022-10-20 12:00:55",NULL,NULL,"single","1"
"121672","7156","1093-911-7156","Valentina 9","L10R05M30","715600010001","7","0","-7","0","0","0","anze1","2022-10-20 12:00:57",NULL,NULL,"single","1"
"121673","18581","2621-911-18581","Hoodoo # Cat","L38R05M42","1858100010001","7","7","0","0","0","0","bernarda1","2022-10-21 15:02:42",NULL,NULL,"single","1"
"121674","11620","1336-911-11620","Viola #10","L10R05M30","1162000010001","34","34","0","0","0","0","anze1","2022-10-20 11:57:35",NULL,NULL,"single","1"
"121675","11621","1336-911-11621","Viola #11","L10R05M30","1162100010001","31","33","2","0","0","0","anze1","2022-10-20 11:59:00",NULL,NULL,"single","1"
"121676","10203","1336-911-10203","Viola #6","L10R05M30","1020300010001","30","23","-7","0","0","0","anze1","2022-10-20 11:48:59",NULL,NULL,"single","1"
"121677","11617","1336-911-11617","Viola #7","L10R05M30","1161700010001","20","21","1","0","0","0","anze1","2022-10-20 11:49:45",NULL,NULL,"single","1"
"121678","11619","1336-911-11619","Viola #9","L10R05M30","1161900010001","29","33","4","0","0","0","anze1","2022-10-20 11:56:24",NULL,NULL,"single","1"
"121679","9405","1315-911-9405","Vindemia","L10R02M30","940500010001","95","104","9","0","0","0","anze1","2022-10-20 08:26:49",NULL,NULL,"single","1"
"121680","8607","1258-911-8607","Vaum","L10R02M30","860700010001","31","31","0","0","0","0","miha2","2022-10-20 08:13:15",NULL,NULL,"single","1"
"121681","10532","1361-911-10532","Sockly","L04R03M51","1053200010006","86","480","394","0","0","0","marko1","2022-10-21 08:30:19",NULL,NULL,"single","1"
"121682","11759","1461-911-11759","Vinum","L10R02M20","1175900010001","49","49","0","0","0","0","miha2","2022-10-20 07:47:52",NULL,NULL,"single","1"
"121683","17934","2367-911-17934","Founter # XL (EUR L)","L31R05M11","1793400010001","101","24","-77","0","0","0","milan1","2022-10-21 07:00:03",NULL,NULL,"single","1"
"121684","7073","1058-911-7073","Virino","L10R02M32","707300010001","24","29","5","0","0","0","miha2","2022-10-20 08:22:03",NULL,NULL,"single","1"
"121685","17258","2126-911-17258","Espiral","L07R05M22","1725800010001","14","13","-1","0","0","0","saša.k1","2022-10-21 09:13:13",NULL,NULL,"single","1"
"121686","17026","2059-911-17026","Hometty","L06R05M12","1702600010001","101","105","4","0","0","0","tina1","2022-10-21 12:32:45",NULL,NULL,"single","1"
"121687","17258","2126-911-17258","Espiral","L30R01M32","1725800010002","392","0","-392","0","0","0","dragana1","2022-10-20 06:27:11",NULL,NULL,"single","1"
"121688","5900","0885-911-5900","GoFollow","L07R01M30","590000010001","10","0","-10","0","0","0","teja2","2022-10-20 15:21:54",NULL,NULL,"single","1"
"121689","9488","1289-911-9488","Vimsette Purple L","L12R02M40","948800010001","1","0","-1","0","0","0","nejcg","2022-10-20 07:15:44",NULL,NULL,"single","1"
"121690","9486","1289-911-9486","Vimsette Purple S","L12R02M42","948600010001","6","0","-6","0","0","0","nejcg","2022-10-20 07:18:22",NULL,NULL,"single","1"
"121691","9475","1289-911-9475","Vimsette burgundy M","L12R02M42","947500010001","3","0","-3","0","0","0","nejcg","2022-10-20 07:17:55",NULL,NULL,"single","1"
"121692","13569","1511-911-13569","Visus #1.5, Green","L13R02M32","1356900010001","2","0","-2","0","0","0","nejcg","2022-10-20 12:46:51",NULL,NULL,"single","1"
"121693","13580","1511-911-13580","Visus #2.5, Blue","L13R02M32","1358000010001","2","0","-2","0","0","0","nejcg","2022-10-20 12:46:49",NULL,NULL,"single","1"
"121694","13578","1511-911-13578","Visus #2.0, Yellow","L10R03M30","1357800010001","1","0","-1","0","0","0","miha2","2022-10-20 09:28:39",NULL,NULL,"single","1"
"121695","16512","1950-911-16512","Baxo # L","L31R02M31","1651200010001","2","44","42","0","0","0","marko1","2022-10-21 10:08:14",NULL,NULL,"single","1"
"121696","10568","1371-911-10568","X-TAG","L12R03M41","1056800010001","181","0","-181","0","0","0","nejcg","2022-10-20 08:05:49",NULL,NULL,"single","1"
"121697","5032","0765-911-5032","X-Bands","L12R03M22","503200010001","15","0","-15","0","0","0","nejcg","2022-10-20 08:19:35",NULL,NULL,"single","1"
"121698","9239","1302-911-9239","X-Tum","L12R03M12","923900010001","15","18","3","0","0","0","nejcg","2022-10-20 08:27:06",NULL,NULL,"single","1"
"121699","14688","1724-911-14688","X-Hooks","L12R03M42","1468800010001","19","0","-19","0","0","0","nejcg","2022-10-20 08:06:28",NULL,NULL,"single","1"
"121700","18673","2625-911-18673","PixieFlo","L33R01M21","1867300010001","240","240","0","0","0","0","milan1","2022-10-21 15:05:10",NULL,NULL,"single","1"
"121701","15942","1897-911-15942","Vimpel","L10R03M30","1594200010001","11","11","0","0","0","0","miha2","2022-10-20 09:27:47",NULL,NULL,"single","1"
"121702","9498","1289-911-9498","Vimsette Navy S","L10R02M30","949800010001","7","8","1","0","0","0","miha2","2022-10-20 08:16:44",NULL,NULL,"single","1"
"121703","16279","1914-911-16279","Vapeur","L14R01M11","1627900010001","3","0","-3","0","0","0","nejcg","2022-10-20 15:16:18",NULL,NULL,"single","1"
"121704","9510","1289-911-9510","Vimsette Green L","L12R02M40","951000010001","1","0","-1","0","0","0","nejcg","2022-10-20 07:13:59",NULL,NULL,"single","1"
"121705","9505","1289-911-9505","Vimsette Green S","L12R02M40","950500010001","11","11","0","0","0","0","nejcg","2022-10-20 07:15:33",NULL,NULL,"single","1"
"121706","9492","1289-911-9492","Vimsette Red S","L12R02M31","949200010001","5","5","0","0","0","0","nejcg","2022-10-20 07:24:08",NULL,NULL,"single","1"
"121707","18100","2455-911-18100","Valeria # XL","L12R01M41","1810000010001","3","9","6","0","0","0","nejcg","2022-10-20 06:41:58",NULL,NULL,"single","1"
"121708","9480","1289-911-9480","Vimsette Blue S","L12R02M32","948000010001","14","0","-14","0","0","0","nejcg","2022-10-20 07:24:44",NULL,NULL,"single","1"
"121709","17028","2061-911-17028","Lentoce","L31R04M12","1702800010002","249","0","-249","0","0","0","milan1","2022-10-21 07:27:39",NULL,NULL,"single","1"
"121710","16510","1950-911-16510","Baxo # S","L31R02M31","1651000010001","23","20","-3","0","0","0","marko1","2022-10-21 10:12:31",NULL,NULL,"single","1"
"121711","8148","1113-911-8148","ZipKangaroo XL","L11R04M42","814800010001","1","1","0","0","0","0","ana1","2022-10-20 14:53:00",NULL,NULL,"single","1"
"121712","13336","1544-911-13336","Zizzy","L11R04M40","1333600010001","8","8","0","0","0","0","ana1","2022-10-20 14:51:08",NULL,NULL,"single","1"
"121713","10978","1394-911-10978","Zebracco","L11R04M31","1097800010001","60","1","-59","0","0","0","ana1","2022-10-20 14:54:28",NULL,NULL,"single","1"
"121714","17216","2109-911-17216","Cadora","L09R02M22","1721600010001","27","0","-27","0","0","0","bernarda1","2022-10-20 15:52:15",NULL,NULL,"single","1"
"121715","8300","1182-911-8300","Washas","L15R02M40","830000010001","23","0","-23","0","0","0","danijel1","2022-10-21 08:29:13",NULL,NULL,"single","1"
"121716","6741","0995-911-6741","Weleta","L11R05M30","674100010001","14","14","0","0","0","0","ana1","2022-10-20 14:16:09",NULL,NULL,"single","1"
"121717","8239","1173-911-8239","Wisen","L03R01M10","823900010001","2","2","0","0","0","0","tina1","2022-10-20 07:56:11",NULL,NULL,"single","1"
"121718","14424","1619-911-14424","Watero","L11R05M31","1442400010001","3","0","-3","0","0","0","ana1","2022-10-20 14:20:55",NULL,NULL,"single","1"
"121719","5110","0802-911-5110","WatchE Run","L11R05M40","511000010001","24","24","0","0","0","0","ana1","2022-10-20 14:11:12",NULL,NULL,"single","1"
"121720","17499","1379-911-17499","Ezen #Cancer #Gold","L04R03M30","1749900010001","122","0","-122","0","0","0","jan.rataj","2022-10-21 10:30:34",NULL,NULL,"single","1"
"121721","16824","2021-911-16824","Ware Pink","L12R04M20","1682400010001","77","0","-77","0","0","0","nejcg","2022-10-20 09:07:30",NULL,NULL,"single","1"
"121722","17982","2418-911-17982","Whippy # Blue","L33R05M30","1798200010002","2000","2487","487","0","0","0","milan1","2022-10-21 09:32:45",NULL,NULL,"single","1"
"121723","14912","1778-911-14912","Wetox","L12R04M22","1491200010001","6","7","1","0","0","0","nejcg","2022-10-20 13:16:56",NULL,NULL,"single","1"
"121724","16877","2047-911-16877","Woodtris","L12R04M10","1687700010001","9","1","-8","0","0","0","nejcg","2022-10-20 13:16:15",NULL,NULL,"single","1"
"121725","11568","1458-911-11568","Protex Gel","L04R02M32","1156800010001","42","42","0","0","0","0","tina1","2022-10-20 13:30:28",NULL,NULL,"single","1"
"121726","13892","1574-911-13892","EspumaPro #Pearl color","L36R06M11","1389200010001","16","0","-16","0","0","0","anja6","2022-10-20 12:06:54",NULL,NULL,"single","1"
"121727","15444","1613-911-15444","CroPatria S","L13R04M22","1544400010001","65","0","-65","0","0","0","danijel1","2022-10-21 07:08:59",NULL,NULL,"single","1"
"121728","15601","1613-911-15601","CroPatria M","L13R04M21","1560100010001","82","0","-82","0","0","0","anja6","2022-10-20 14:28:22",NULL,NULL,"single","1"
"121729","15602","1613-911-15602","CroPatria L","L13R04M21","1560200010001","57","0","-57","0","0","0","anja6","2022-10-20 14:28:23",NULL,NULL,"single","1"
"121730","15603","1613-911-15603","CroPatria XL","L13R04M20","1560300010002","39","0","-39","0","0","0","anja6","2022-10-20 14:21:16",NULL,NULL,"single","1"
"121731","15604","1613-911-15604","CroPatria XXL","L17R01M12","1560400010001","36","0","-36","0","0","0","danijel1","2022-10-21 08:29:34",NULL,NULL,"single","1"
"121732","15604","1613-911-15604","CroPatria XXL","L13R04M12","1560400010002","55","42","-13","0","0","0","anja6","2022-10-20 14:51:07",NULL,NULL,"single","1"
"121733","17498","1379-911-17498","Ezen #Aries #Gold","L04R03M30","1749800010002","19","0","-19","0","0","0","jan.rataj","2022-10-21 10:30:33",NULL,NULL,"single","1"
"121734","16778","1999-911-16778","Blendy","L31R06M12","1677800010001","106","1","-105","0","0","0","milan1","2022-10-21 06:36:28",NULL,NULL,"single","1"
"121735","17100","2089-911-17100","Stractor","L03R02M20","1710000010001","4","4","0","0","0","0","tina1","2022-10-20 09:32:46",NULL,NULL,"single","1"
"121736","17253","2125-911-17253","Ency S","L11R03M12","1725300010001","10","10","0","0","0","0","ana1","2022-10-20 15:35:10",NULL,NULL,"single","1"
"121737","17257","2125-911-17257","Ency XXL","L11R03M32","1725700010001","10","10","0","0","0","0","ana1","2022-10-20 15:49:16",NULL,NULL,"single","1"
"121738","17653","2200-911-17653","Levity","L31R05M11","1765300010002","188","186","-2","0","0","0","milan1","2022-10-21 07:09:59",NULL,NULL,"single","1"
"121739","14953","1728-911-14953","Astrus aries","L02R01M11","1495300010001","1","1","0","0","0","0","marko1","2022-10-20 09:45:40",NULL,NULL,"single","1"
"121740","17214","2108-911-17214","Engino # 2XL","L11R03M42","1721400010001","4","4","0","0","0","0","ana1","2022-10-20 15:49:40",NULL,NULL,"single","1"
"121741","17215","2108-911-17215","Engino # 3XL","L11R03M31","1721500010001","2","4","2","0","0","0","ana1","2022-10-20 15:48:25",NULL,NULL,"single","1"
"121742","17212","2108-911-17212","Engino # L","L17R02M20","1721200010001","13","0","-13","0","0","0","danijel1","2022-10-21 08:29:48",NULL,NULL,"single","1"
"121743","9826","1327-911-9826","Aurora","L36R05M31","982600010001","2000","0","-2000","0","0","0","bernarda1","2022-10-21 08:16:34",NULL,NULL,"single","1"
"121744","9826","1327-911-9826","Aurora","L10R02M22","982600010002","201","1414","1213","0","0","0","danijel1","2022-10-21 12:04:46",NULL,NULL,"single","1"
"121745","17213","2108-911-17213","Engino # XL","L11R03M31","1721300010001","17","15","-2","0","0","0","ana1","2022-10-20 15:48:21",NULL,NULL,"single","1"
"121746","18003","2430-911-18003","Leddy # White","L05R05M22","1800300010001","58","26","-32","0","0","0","tina1","2022-10-21 07:47:14",NULL,NULL,"single","1"
"121747","17159","2104-911-17159","Friola # XL","L13R01M31","1715900010001","10","0","-10","0","0","0","nejcg","2022-10-20 11:26:33",NULL,NULL,"single","1"
"121748","17158","2104-911-17158","Friola # L","L13R01M31","1715800010001","3","0","-3","0","0","0","nejcg","2022-10-20 11:26:32",NULL,NULL,"single","1"
"121749","17157","2104-911-17157","Friola # M","L13R01M31","1715700010001","1","0","-1","0","0","0","nejcg","2022-10-20 11:26:31",NULL,NULL,"single","1"
"121750","17582","2168-911-17582","Bottella # XL","L12R06M31","1758200010001","2","0","-2","0","0","0","nejcg","2022-10-20 10:11:12",NULL,NULL,"single","1"
"121751","198","0003-911-198","Softy Max","L32R01M42","19800010006","357","252","-105","0","0","0","bernarda1","2022-10-20 06:26:56",NULL,NULL,"single","1"
"121752","17150","2099-911-17150","Violetta # M","L13R01M41","1715000010001","8","8","0","0","0","0","nejcg","2022-10-20 11:19:33",NULL,NULL,"single","1"
"121753","17149","2099-911-17149","Violetta # S","L13R01M41","1714900010001","5","5","0","0","0","0","nejcg","2022-10-20 11:19:03",NULL,NULL,"single","1"
"121754","17152","2099-911-17152","Violetta # XL","L13R01M42","1715200010001","2","2","0","0","0","0","nejcg","2022-10-20 11:20:04",NULL,NULL,"single","1"
"121755","16781","2002-911-16781","Iris","L21R01M40","1678100010001","62","0","-62","0","0","0","danijel1","2022-10-21 08:35:17",NULL,NULL,"single","1"
"121756","13902","1574-911-13902","EspumaPro #Extra Mahogany color","L36R06M11","1390200010001","19","9","-10","0","0","0","anja6","2022-10-20 12:05:20",NULL,NULL,"single","1"
"121757","14638","1335-911-14638","EyeofHorus-gold","L07R05M21","1463800010001","381","0","-381","0","0","0","saša.k1","2022-10-21 09:10:49",NULL,NULL,"single","1"
"121758","16201","1725-911-16201","Magstep # L","L04R02M21","1620100010002","1","1","0","0","0","0","tina1","2022-10-20 13:43:08",NULL,NULL,"single","1"
"121759","14208","1610-911-14208","Martina","L05R02M12","1420800010001","82","8","-74","0","0","0","milan1","2022-10-20 15:18:04",NULL,NULL,"single","1"
"121760","16462","1933-911-16462","Victoria","L13R03M31","1646200010001","10","32","22","0","0","0","nejcg","2022-10-20 13:32:34",NULL,NULL,"single","1"
"121761","17114","2091-911-17114","Steppy # Black M","L13R01M32","1711400010002","8","10","2","0","0","0","nejcg","2022-10-20 11:29:01",NULL,NULL,"single","1"
"121762","17115","2091-911-17115","Steppy # Black L","L13R01M32","1711500010001","7","8","1","0","0","0","nejcg","2022-10-20 11:29:09",NULL,NULL,"single","1"
"121763","17113","2091-911-17113","Steppy # Black S","L13R01M32","1711300010001","10","10","0","0","0","0","nejcg","2022-10-20 11:29:13",NULL,NULL,"single","1"
"121764","17118","2091-911-17118","Steppy # White L","L13R01M32","1711800010002","10","10","0","0","0","0","nejcg","2022-10-20 11:28:04",NULL,NULL,"single","1"
"121765","17117","2091-911-17117","Steppy # White M","L13R01M32","1711700010001","10","0","-10","0","0","0","nejcg","2022-10-20 11:28:00",NULL,NULL,"single","1"
"121766","17116","2091-911-17116","Steppy # White S","L13R01M31","1711600010001","10","10","0","0","0","0","nejcg","2022-10-20 11:27:34",NULL,NULL,"single","1"
"121767","5319","0821-911-5319","BlackX Black","L34R05M20","531900010002","124","0","-124","0","0","0","dragana1","2022-10-20 11:51:47",NULL,NULL,"single","1"
"121768","18602","2622-911-18602","Ducket # XL","L30R08M12","1860200010001","1","0","-1","0","0","0","vanja1","2022-10-21 06:39:49",NULL,NULL,"single","1"
"121769","10621","1382-911-10621","Lydia","L31R10M20","1062100010001","4","0","-4","0","0","0","milan1","2022-10-21 12:06:08",NULL,NULL,"single","1"
"121770","17159","2104-911-17159","Friola # XL","L18R02M20","1715900010002","12","0","-12","0","0","0","danijel1","2022-10-21 08:29:58",NULL,NULL,"single","1"
"121771","15377","1829-911-15377","AstroPunk # Aries","L01R03M41","1537700010001","9","0","-9","0","0","0","anze1","2022-10-20 06:50:50",NULL,NULL,"single","1"
"121772","7418","1109-911-7418","Vitta","L12R02M42","741800010001","6","1","-5","0","0","0","nejcg","2022-10-20 07:19:16",NULL,NULL,"single","1"
"121773","17453","1931-911-17453","Dela","L13R03M30","1745300010001","8","9","1","0","0","0","nejcg","2022-10-20 13:32:16",NULL,NULL,"single","1"
"121774","20160","0047-915-20160","Omega 3 1000mg","L11R03M20","2016000010001","30","29","-1","0","0","0","ana1","2022-10-20 15:39:02",NULL,NULL,"single","1"
"121775","8615","1259-911-8615","Micet #white","L05R02M32","861500010001","35","34","-1","0","0","0","milan1","2022-10-20 14:31:50",NULL,NULL,"single","1"
"121776","17264","2131-911-17264","Debbi # Beige 36/80","L11R01M20","1726400010001","6","30","24","0","0","0","miha2","2022-10-20 14:35:42",NULL,NULL,"single","1"
"121777","16638","1959-911-16638","Rage # XXL","L11R06M42","1663800010001","10","11","1","0","0","0","ana1","2022-10-20 13:20:04",NULL,NULL,"single","1"
"121778","17594","2175-911-17594","Firby","L07R02M22","1759400010001","13","0","-13","0","0","0","teja2","2022-10-21 07:54:29",NULL,NULL,"single","1"
"121779","6105","0893-911-6105","Gurumas WQ","L08R05M11","610500010001","28","20","-8","0","0","0","anze1","2022-10-21 10:25:15",NULL,NULL,"single","1"
"121780","17674","2203-911-17674","Velvety","L10R03M41","1767400010001","58","42","-16","0","0","0","miha2","2022-10-20 10:04:46",NULL,NULL,"single","1"
"121781","17845","2245-911-17845","Timlius","L11R06M21","1784500010001","9","12","3","0","0","0","ana1","2022-10-20 13:27:33",NULL,NULL,"single","1"
"121782","14474","1669-911-14474","Manoryx","L10R03M10","1447400010001","10","48","38","0","0","0","miha2","2022-10-20 08:59:30",NULL,NULL,"single","1"
"121783","17994","2407-911-17994","Shawlly # 2XL","L38R05M11","1799400010001","136","110","-26","0","0","0","vanja1","2022-10-20 14:38:05",NULL,NULL,"single","1"
"121784","20143","2996-911-20143","Pennon # L GR","L31R02M10","2014300010001","20","0","-20","0","0","0","milan1","2022-10-21 08:10:27",NULL,NULL,"single","1"
"121785","16619","1967-911-16619","U-LED","L32R02M40","1661900010002","90","0","-90","0","0","0","bernarda1","2022-10-20 06:26:18",NULL,NULL,"single","1"
"121786","16885","2044-911-16885","Tatslee # 158","L10R03M32","1688500010001","86","0","-86","0","0","0","miha2","2022-10-20 09:48:28",NULL,NULL,"single","1"
"121787","16882","2044-911-16882","Tatslee # 16","L10R03M32","1688200010001","132","134","2","0","0","0","miha2","2022-10-20 09:47:41",NULL,NULL,"single","1"
"121788","16881","2044-911-16881","Tatslee # 15","L10R03M32","1688100010001","73","77","4","0","0","0","miha2","2022-10-20 09:49:31",NULL,NULL,"single","1"
"121789","16883","2044-911-16883","Tatslee # 25","L10R03M31","1688300010001","35","0","-35","0","0","0","miha2","2022-10-20 09:33:55",NULL,NULL,"single","1"
"121790","16872","2051-911-16872","Sillystrain","L30R04M10","1687200010001","31","16","-15","0","0","0","vanja1","2022-10-21 09:32:37",NULL,NULL,"single","1"
"121791","18392","2492-911-18392","MetArmy # 43 (EUR 42)","L03R04M22","1839200010001","2","2","0","0","0","0","saša.k1","2022-10-20 10:23:19",NULL,NULL,"single","1"
"121792","8535","1245-911-8535","Senderos","L12R03M30","853500010001","19","20","1","0","0","0","nejcg","2022-10-20 08:09:57",NULL,NULL,"single","1"
"121793","616","0309-911-0616","Diabetes NoMore (SK)","L32R06M31","61600010001","197","0","-197","0","0","0","jan.rataj","2022-10-21 14:29:03",NULL,NULL,"single","1"
"121794","17612","2180-911-17612","Sephorus","L30R04M12","1761200010001","73","0","-73","0","0","0","vanja1","2022-10-21 09:07:07",NULL,NULL,"single","1"
"121795","1470","0341-911-1470","Omega 936 Project (SI)","L32R04M20","147000010001","2134","2166","32","0","0","0","vanja1","2022-10-21 13:24:55",NULL,NULL,"single","1"
"121796","2538","0329-911-2538","Tesla energy saver ECO (SI) Advanced","L32R04M22","253800010001","1741","1713","-28","0","0","0","anja6","2022-10-21 13:12:26",NULL,NULL,"single","1"
"121797","17421","2147-911-17421","Teller # XL","L07R04M41","1742100010001","28","75","47","0","0","0","bernarda1","2022-10-20 12:34:51",NULL,NULL,"single","1"
"121798","16667","1975-911-16667","Restry","L02R02M42","1666700010001","3","6","3","0","0","0","marko1","2022-10-20 08:09:13",NULL,NULL,"single","1"
"121799","18579","2621-911-18579","Hoodoo # Sushi","L37R04M12","1857900010001","30","30","0","0","0","0","ana1","2022-10-20 07:42:57",NULL,NULL,"single","1"
"121800","14467","1691-911-14467","Rosane","L03R03M21","1446700010001","3","4","1","0","0","0","saša.k1","2022-10-20 08:22:46",NULL,NULL,"single","1"
"121801","18833","2995-911-18833","Topper # Black RO","L06R05M11","1883300010001","24","24","0","0","0","0","tina1","2022-10-21 12:22:00",NULL,NULL,"single","1"
"121802","13966","1386-911-13966","Rexuve - Beige","L10R02M42","1396600010001","37","42","5","0","0","0","miha2","2022-10-20 08:55:49",NULL,NULL,"single","1"
"121803","7115","1087-911-7115","Bonnie 10","L09R05M31","711500010001","2","0","-2","0","0","0","saša.k1","2022-10-20 15:02:45",NULL,NULL,"single","1"
"121804","15895","1678-911-15895","Boissa","L07R04M12","1589500010001","36","0","-36","0","0","0","tina1","2022-10-21 10:34:15",NULL,NULL,"single","1"
"121805","5220","0292-911-5220","MyCashProfessor (SI) Advanced","L32R05M20","522000010001","474","374","-100","0","0","0","anja6","2022-10-21 12:16:25",NULL,NULL,"single","1"
"121806","7304","1012-911-7304","Cornela #35 Black","L09R01M12","730400010001","3","0","-3","0","0","0","bernarda1","2022-10-20 13:50:01",NULL,NULL,"single","1"
"121807","16321","1692-911-16321","Conder #Brown","L09R01M30","1632100010001","17","0","-17","0","0","0","bernarda1","2022-10-20 14:42:19",NULL,NULL,"single","1"
"121808","16876","2048-911-16876","CitroPro","L09R01M21","1687600010001","2","3","1","0","0","0","bernarda1","2022-10-20 14:19:50",NULL,NULL,"single","1"
"121809","4907","0766-911-4907","AirClima Q","L10R02M10","490700010001","4","4","0","0","0","0","miha2","2022-10-20 07:34:35",NULL,NULL,"single","1"
"121810","4910","0767-911-4910","Miss Yvette M","L05R02M30","491000010001","2","1","-1","0","0","0","milan1","2022-10-20 14:26:21",NULL,NULL,"single","1"
"121811","16720","1984-911-16720","Serena # 42","L13R02M40","1672000010001","61","0","-61","0","0","0","nejcg","2022-10-20 13:21:29",NULL,NULL,"single","1"
"121812","16714","1984-911-16714","Serena # 36","L13R01M21","1671400010001","2","3","1","0","0","0","nejcg","2022-10-20 11:36:56",NULL,NULL,"single","1"
"121813","16713","1984-911-16713","Serena # 35","L13R01M22","1671300010001","6","0","-6","0","0","0","nejcg","2022-10-20 11:39:51",NULL,NULL,"single","1"
"121814","14875","1766-911-14875","Logio Gemini","L37R07M10","1487500010002","1397","738","-659","0","0","0","anze1","2022-10-20 09:01:18",NULL,NULL,"single","1"
"121815","14876","1766-911-14876","Logio Leo","L37R07M10","1487600010001","648","714","66","0","0","0","anze1","2022-10-20 09:48:13",NULL,NULL,"single","1"
"121816","13931","1581-911-13931","Amila","L05R03M42","1393100010002","890","902","12","0","0","0","tina1","2022-10-21 13:52:46",NULL,NULL,"single","1"
"121817","2977","0717-911-2977","Nano HD cam","L39R01M30","297700010001","2","0","-2","0","0","0","vanja1","2022-10-20 09:08:48",NULL,NULL,"single","1"
"121818","5175","0810-911-5175","CargoX","L09R02M32","517500010001","2","0","-2","0","0","0","bernarda1","2022-10-20 15:22:27",NULL,NULL,"single","1"
"121819","16672","1977-911-16672","Tarragon # XXXL","L05R02M42","1667200010002","96","97","1","0","0","0","dragana1","2022-10-20 09:25:03",NULL,NULL,"single","1"
"121820","17470","2155-911-17470","Julie # S","L11R01M10","1747000010001","10","10","0","0","0","0","miha2","2022-10-20 13:53:17",NULL,NULL,"single","1"
"121821","16670","1977-911-16670","Tarragon # XL","L05R02M42","1667000010002","24","0","-24","0","0","0","dragana1","2022-10-20 09:26:46",NULL,NULL,"single","1"
"121822","17932","2367-911-17932","Founter # M (EUR S)","L32R05M32","1793200010002","100","315","215","0","0","0","ana1","2022-10-20 11:36:43",NULL,NULL,"single","1"
"121823","288","0014-811-288","Max Dong (EN)","L32R09M22","28800010002","2244","3274","1030","0","0","0","vanja1","2022-10-21 11:53:48",NULL,NULL,"single","1"
"121824","16671","1977-911-16671","Tarragon # XXL","L05R02M42","1667100010002","97","97","0","0","0","0","dragana1","2022-10-20 09:14:54",NULL,NULL,"single","1"
"121825","1472","0341-911-1472","Omega 936 Project (CZ)","L32R05M11","147200010001","148","132","-16","0","0","0","anja6","2022-10-21 14:47:25",NULL,NULL,"single","1"
"121826","18061","2404-911-18061","Jimbo","L06R02M12","1806100010001","50","60","10","0","0","0","anze1","2022-10-21 14:17:18",NULL,NULL,"single","1"
"121827","16669","1977-911-16669","Tarragon # L","L05R02M42","1666900010002","52","31","-21","0","0","0","dragana1","2022-10-20 09:04:14",NULL,NULL,"single","1"
"121828","16462","1933-911-16462","Victoria","L31R08M41","1646200010002","113","184","71","0","0","0","vanja1","2022-10-20 12:26:25",NULL,NULL,"single","1"
"121829","14686","1726-911-14686","Fomstep # S","L10R03M40","1468600010002","37","48","11","0","0","0","miha2","2022-10-20 09:55:34",NULL,NULL,"single","1"
"121830","14685","1725-911-14685","Magstep # S","L12R01M21","1468500010001","8","0","-8","0","0","0","nejcg","2022-10-20 06:55:24",NULL,NULL,"single","1"
"121831","8028","1071-911-8028","RexGlass Galaxy A3 2017","L31R04M20","802800010001","263","263","0","0","0","0","luka2","2022-10-21 12:46:08",NULL,NULL,"single","1"
"121832","8602","1261-911-8602","Bionda","L03R01M52","860200010002","16","16","0","0","0","0","tina1","2022-10-20 06:36:23",NULL,NULL,"single","1"
"121833","1469","0341-911-1469","Omega 936 Project (PL)","L32R09M10","146900010001","77","5","-72","0","0","0","milan1","2022-10-21 14:14:39",NULL,NULL,"single","1"
"121834","8029","1071-911-8029","RexGlass Galaxy A5 2017","L31R04M20","802900010001","308","308","0","0","0","0","luka2","2022-10-21 12:48:07",NULL,NULL,"single","1"
"121835","8016","1071-911-8016","RexGlass iPhone 7","L31R04M20","801600010001","306","217","-89","0","0","0","luka2","2022-10-21 12:55:53",NULL,NULL,"single","1"
"121836","8031","1071-911-8031","RexGlass Galaxy S7 edge","L31R04M20","803100010001","259","261","2","0","0","0","luka2","2022-10-21 12:46:03",NULL,NULL,"single","1"
"121837","8025","1071-911-8025","RexGlass iPhone SE / 5 / 5S","L31R04M20","802500010001","201","127","-74","0","0","0","luka2","2022-10-21 12:56:14",NULL,NULL,"single","1"
"121838","17007","2022-911-17007","EasyO ( 5color set )","L03R04M10","1700700010003","20","4","-16","0","0","0","saša.k1","2022-10-20 11:07:12",NULL,NULL,"single","1"
